id,text,sentiment
440, now i'm happy ,1
441,missed brent at praise band.  no fun to not have your lead guitarist. &lt;pout&gt;,0
442,goodmorning it sucks having a cold when its 78 degrees outside ,0
443,car show season has started without me ,0
444, @USER  that's one royal mirage i think i could skip ,1
445, @USER   i was just thinking about you tonight!  you have to let me be the first to interview you're a famous super star ,1
446,goodmorning! ,1
447, @USER  i keep forgetting you are in a different time zone than normal! i see your 'tweets' about the morning when it's 10:45pm here! ,1
448, @USER  i hope that scentsational doesn't get dissed ,1
449,new testament test at 9:30 am   ,0
450, @USER  i know! i was really surprised since everyone recommends them on youtube.  i have to call them tomorrow and figure it all out.,0
451, @USER  i will miss you on the show... you were awesome!  what a shock!!  ,0
452,"detroit pistons &quot;road kill for cleveland,&quot; and they know it.   WEBSITE2018 (via  @USER ",0
453,where did the sun go? ,0
454,missing my bff  watching home and away it reminds me of her and me  we &lt;3 it. shout out to u courts,0
455,"im getting nervous that this trip tomorrow may be a little boring. haha oh well, i always have my trusty ipod and my books of course  lol",1
456,"[video] yes, me let loose on twitter again...    WEBSITE2018 ",1
457,snow day today! ,1
458,working on a film. have been busy. have a nice day everyone ,1
459,talking to designers...i can't squeeze any design juice from my brain...for my personal website. ,0
460,good day tweeps! have a great day ,1
461,will invite people to twitter. ,1
462,just watched tropic thunder. dreading tomorrow ,0
463,just leaving the parking lot of work! ,0
464,"i just can't spell today, i totally suck ",0
465,just got back after an rough roadtrip to amsterdam on the motorcycle. had an excellent time there ,1
466,@ therealjaymills - i wish there were more indie stores out there to support.  joints is jive scarce these days.  ,0
467,dang. heroes and the hills amazed me tonight!  off to do more studying!,1
468,day 6 and i'm feeling pretty good   i think it's time to do some spring cleaning though - everything smells like smoke. . .,1
469, @USER  i am so sorry to hear that!  take care!,0
470, @USER   why not? :[,0
471,no phantasy star yesterday  going to work...,0
472,having a long conversation with mom on phone ,1
473,wow.... the shout box has kicked me out and i can't get back in. i guess this means good night ,0
474,why do i keep looking...i know that what i read is gonna hurt but i still look! i guess it's just a girl thing &amp; i need to get over him. ,0
475,"i activated my selfcontrol block early, meaning i can't check out the new qc.  regularizing my internal clock is might be difficult. #fb",0
476,"when you just want things to end, remember to have faith because one day, it's all going to be alright ",1
477,"so many new followers from #followfriday! welcome everyone! usually i send a message to each, but was on deadline yesterday. ",0
478,"is reading through some interesting articles on our own extranet, surprisingly good stuff ",1
479,"sittin here w/kayla, i really really reallly dis-like having a brother.  he doesn't know when to stop. i'm waiting for the day when one of",0
480,geez work was busy for a tuesday night! wish it was friday already. love you james..can't wait for the weekend!  &lt;3 xoxo,1
481,"how to tick people off: while making presentations, o  @USER  asionally bob your head like a parakeet. ",1
482,*sigh* rain??? why did you decide to show up? move away! you were not invited to the tuesday-party  (this is not the start i hoped for),0
483,"work like you don't need money, love like you've never been hurt, &amp; dance like no one's watching. good night tweethearts! till tomo... ",1
484," @USER  they're right, you really should be famous. haha. ",1
485,"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow alister, mark, greg ",1
486, @USER   WEBSITE2018 - i love ur top ,1
487,shower + amy winehouse's frank= jam session! ,1
488, @USER  i'm just glad you appreciate iowa.    come back in late summer when they're cutting hay...  best..smell.. ever!,1
489, @USER  glad you like ,1
490,"night all, back for more tomorrow ",1
491,is drinking sunny d and eating goldfish ,1
492," @USER  typo in first line 'so of us' - 'some of us'. not being cheeky, just helpful. i'm still finding them in mine days or weeks later. ",0
493, @USER  gonna try and find a sports bar to watch that at... not got a chance though i don't think ,0
494," @USER  lol, well, that happens. but its worth it.  you've got me wanting to make a midnight run to the convenience store.",1
495," @USER  that said, i'm not a copyright lawyer ",1
496," @USER  got it, sadly, only works for uk &amp; us at the moment ",0
497,callin it a night! i always have the best sleep after a good workout!! ,1
498,rain! please stop so i can play sand vball! ,0
499,needs to stop sleeping all day.. causes some problems when you're wide awake at 2:45am... ,0
500," @USER  okay, about the applepears, i've talked to a few people and they've all had them before. no one ever told me, never ",0
501,"augh, eff sarth  i stole some of mil's nail polish, its pretty! =o",0
502, @USER  wha so now its 4gb! yay! haha no more laggy computers! but my mba cannot upgrade ,0
503,sitting here watching a lovely young man watch anime on youtube   sweet  he's so interesting ,1
504," @USER  goooooood morning, chubbx  how are you today?",1
505,just finished  cleaning my closet... it's so empty ,0
506, @USER  yess i do ! and im in boston for a college fair and not school  hahaa,1
507,"sitting in a cafe working. for once, feels like the internet frees me rather than tethering ",1
508,*yawn* g'mornin' have headache.  pls depart! veggin' w/cuppa chai b4 i have to wrap my head around the day.,0
509, @USER  my list is short; so does that mean the my god is huge too?  lol  ,1
510," @USER  its cool dude, i've seen you pull off iterations from a worse position than that if i remember correctly ",1
511, @USER  no! u supposed to be my date ,0
512," @USER  i got a bunch of buffy songs too! one of my faves is &quot;vivian&quot; by nerf herder, when faith met spike in buffy's body. ",1
513,good morning everybody! ,1
514,on my psp browser for the first time in over a year ,1
515, @USER  thank you for the kind words!  i appreciate it.  have a great night ,1
516,definitely no vacation for me...    WEBSITE2018 ,0
517, @USER  any updates for iphone os 3.0 yet? i miss you guys ,1
518,"gah, comcast doubled our cable/internet bill w/out telling us, so we are quitting.  can anyone suggest an affordable company in bay area?",0
519,"i swear no matter how long i've been getting up at 5am, it never gets any easier. man my eyes hurts wah ",0
520,struggling with eam law ,0
521, @USER  have a great day back at ya ,1
522, @USER  rrrrrr you so very sweet a big hi to you!!!!!!! ,1
523, @USER  layin down...i dont feel well ,0
524,struggling hard with inventory ,0
525," @USER  why, yes, she is the exceptionally talented goose that works for you! and, brioso, well, you just wouldn't understand. ",1
526, @USER  glad i was able help you feel better. i hate to see you sick  love you!,0
527, @USER  yay  i'm happy for you guys....now hurry up and spit out the next one ,1
528,sometimes i wonder where my money goes. ,0
529,is waiting for tonight  bikinians @ botanique,1
530,sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off ,0
531, @USER  who you goin with timmy!! you know my birthday is on the 19th...so maybe go again then! ,1
532, @USER   you are so right....i'm so glad he lives within me!  hope you and  @USER  has a great cold day! ,1
533,there's an inch of snow on the ground (and counting). i'm worried about the poor flowers ,0
534, @USER  i wish we would get it the same time at the rest of world. unfornately i am in cairo and have to wait for mtva to play it ,0
535," @USER  tiger is great, love the voice ",1
536, @USER  just had a martini myself. ,1
537,@ pbnjen : thanks for the great tour and making me even more excited to work in pr!  you rock and so does s&amp;b-would love to work there!,1
538," @USER  convince  @USER  first. i'm working on an existing project right now, so not an option to switch ",1
539,watchin greek then off to knighty knight!! ,1
540, @USER   @USER  doing a disciplinary phd with the support/structure of a new media program like that sounds heavenly ,1
541,no picnic  my phone smells like citrus.,0
542," @USER  sounding really good there, lads. you should definitely carry on with the shameless plugging. ",1
543,loves chocolate milk  and that is gf yeah..,1
544,tired of swollen hands...they don't feel good. ,0
545,it just makes me happy! over and over again! i just wish i wasn't afraid to fly   WEBSITE2018 ,0
546,mmm baked beans on toast with melted cheese makes the bitter pill that is homework easier to swallow ,1
547, @USER  you were pretty much my fave...not much reason to watch now ,0
548, @USER   WEBSITE2018 for all your hosting needs  *spam spam spam*,1
549,makin' eggs for the girls... tv isn't working right - we're stuck on &quot;the baby story&quot;...  i think i'm fine with 2 - don't need more ,1
550, @USER  : no tour to little barrow this time? the canteen will miss ya  good luck guys xx,0
551,"you know, i was thinking... i need money ",0
552,too worried and tired to post tonight ,0
553,ripped switcheasy colors ,0
554,working...and hoping  @USER  feels better ,0
555,is tireed ,0
556," @USER  hi sweet heart .. science &amp; cookies go hand in hand   what tweetup, hon?",1
557, @USER  have downloaded  shall read after have finished life of pi. looking forward to it ,1
